Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Travel_Rarely,736,Sales,1,0,Medical,0,1913,2,Female,75,1,4,Sales Executive,6,Married,8104,16496,2,Y,Yes,10,1,5,78,0,7,4,1,4,1,1,1
26,No,Travel_Rarely,583,Sales,4,3,Marketing,0,884,2,Male,88,4,2,Sales Executive,2,Married,4255,18156,0,Y,No,12,1,3,80,0,6,0,5,4,2,0,2
35,Yes,Travel_Frequently,233,Research & Development,10,2,Life Sciences,1,1805,3,Male,93,3,2,Laboratory Technician,1,Married,5345,6206,3,Y,No,16,1,4,81,0,9,1,2,9,0,0,8
34,Yes,Travel_Rarely,621,Research & Development,14,6,Other,3,1009,4,Male,38,4,0,Laboratory Technician,2,Divorced,3743,10073,2,Y,Yes,25,6,3,78,0,7,3,1,4,4,0,3
36,No,Travel_Rarely,1157,Sales,1,3,Life Sciences,3,1558,4,Male,69,3,3,Sales Representative,2,Single,2646,16999,4,Y,Yes,21,5,6,80,2,7,3,3,2,0,3,4
35,No,Travel_Rarely,1326,Sales,4,4,Other,0,1479,6,Male,81,3,4,Sales Executive,1,Single,4758,15892,4,Y,No,19,3,4,82,0,15,2,3,13,9,1,12
39,No,Travel_Frequently,218,Research & Development,24,1,Life Sciences,1,13,4,Male,45,2,4,Manufacturing Director,4,Single,9526,8785,0,Y,No,21,4,1,82,0,10,2,5,7,6,3,9
39,No,Travel_Rarely,897,Research & Development,3,5,Medical,2,1473,2,Male,67,1,1,Research Scientist,4,Divorced,2346,8047,4,Y,No,14,5,4,80,0,7,4,4,2,1,1,0
50,No,Travel_Frequently,280,Research & Development,6,0,Life Sciences,0,0,1,Male,63,4,4,Research Scientist,2,Married,5132,24906,3,Y,No,22,4,3,81,1,10,2,3,10,6,1,6
32,Yes,Travel_Rarely,517,Research & Development,0,4,Life Sciences,2,331,6,Male,61,4,2,Laboratory Technician,3,Single,3732,9570,0,Y,Yes,15,3,3,78,0,4,4,2,1,4,2,1
48,No,Travel_Rarely,1127,Research & Development,1,4,Medical,2,999,3,Male,66,2,5,Research Director,4,Divorced,17397,6615,7,Y,No,21,4,3,78,2,32,1,4,4,4,2,1
46,No,Non-Travel,542,Sales,4,6,Marketing,0,1729,2,Male,85,1,0,Sales Executive,0,Married,4978,3534,5,Y,No,9,2,3,81,0,4,4,0,2,1,1,2
37,No,Travel_Frequently,654,Research & Development,27,3,Life Sciences,0,77,4,Female,52,1,1,Laboratory Technician,3,Single,2408,5455,0,Y,No,9,1,2,81,0,9,3,3,10,2,11,11
27,Yes,Travel_Frequently,1337,Human Resources,21,1,Human Resources,2,1944,0,Female,58,3,1,Human Resources,4,Married,2864,19556,2,Y,No,14,2,1,80,0,0,0,5,3,0,1,2
41,No,Travel_Rarely,1291,Research & Development,15,0,Life Sciences,3,1667,3,Male,66,1,2,Research Director,3,Married,17602,3525,1,Y,No,24,3,2,79,2,13,4,5,13,8,5,10
26,Yes,Travel_Rarely,1422,Sales,2,3,Marketing,0,665,5,Male,83,5,3,Sales Representative,0,Divorced,3043,16344,0,Y,No,9,3,0,79,0,6,5,5,4,5,1,3
26,No,Non-Travel,445,Research & Development,3,3,Medical,3,850,4,Male,52,1,0,Research Scientist,5,Married,1706,16573,0,Y,No,12,1,4,80,4,0,8,0,1,1,2,2
39,No,Travel_Rarely,1195,Research & Development,0,5,Medical,3,2049,4,Female,98,3,0,Research Scientist,2,Married,1999,12550,4,Y,No,13,3,3,80,2,22,0,4,7,4,0,3
39,No,Travel_Frequently,217,Research & Development,24,4,Life Sciences,0,11,4,Male,46,0,1,Manufacturing Director,4,Single,9525,8787,0,Y,No,20,5,0,79,2,10,0,1,10,9,2,8
36,No,Travel_Rarely,270,Research & Development,1,5,Medical,0,771,2,Male,91,1,1,Research Scientist,3,Married,3058,20473,8,Y,Yes,14,4,3,80,0,8,0,3,0,2,1,1
30,No,Travel_Rarely,499,Sales,4,1,Marketing,3,1397,2,Male,35,2,4,Sales Executive,3,Married,4077,20499,0,Y,Yes,15,5,0,80,1,4,4,0,5,1,2,3
23,Yes,Travel_Rarely,1220,Research & Development,5,3,Technical Degree,3,1106,4,Male,32,2,1,Laboratory Technician,5,Married,3693,4606,3,Y,Yes,17,5,4,81,2,6,4,5,9,5,4,6
41,No,Non-Travel,550,Human Resources,3,3,Human Resources,0,1720,3,Male,58,1,1,Human Resources,0,Married,6428,20793,7,Y,No,21,5,0,79,3,8,2,5,3,1,0,4
22,Yes,Travel_Frequently,870,Research & Development,6,2,Life Sciences,0,136,5,Female,68,4,2,Laboratory Technician,4,Single,2924,19783,0,Y,Yes,19,2,3,79,2,3,4,4,3,2,0,1
53,Yes,Travel_Rarely,266,Sales,1,1,Marketing,3,1037,3,Female,59,3,5,Manager,4,Married,19843,25847,0,Y,No,14,3,5,82,0,35,5,2,30,12,5,11
52,No,Travel_Rarely,812,Research & Development,16,3,Life Sciences,1,1658,2,Female,48,1,1,Research Director,0,Divorced,13267,21983,7,Y,No,15,3,1,81,2,19,3,5,16,10,0,13
51,No,Travel_Rarely,328,Research & Development,3,4,Medical,1,248,3,Male,86,2,3,Laboratory Technician,4,Married,3689,3424,0,Y,No,15,5,4,79,2,3,2,3,1,2,2,3
28,No,Non-Travel,786,Research & Development,6,3,Medical,0,1694,4,Male,76,1,0,Laboratory Technician,2,Single,2571,11925,0,Y,No,21,4,3,82,0,6,3,3,7,9,7,6
32,No,Travel_Rarely,391,Sales,1,4,Medical,0,1669,4,Male,93,2,2,Sales Executive,6,Divorced,5505,3921,2,Y,No,12,2,2,81,1,4,6,4,6,0,0,4
28,No,Travel_Rarely,1083,Research & Development,10,3,Medical,0,1708,4,Female,45,2,0,Laboratory Technician,3,Married,2975,25412,9,Y,No,17,4,3,78,1,7,2,1,3,4,0,0
31,Yes,Travel_Frequently,1127,Research & Development,16,1,Life Sciences,2,32,1,Female,72,0,2,Research Scientist,1,Single,3920,4681,0,Y,Yes,23,6,4,80,2,11,5,5,8,0,4,5
47,No,Travel_Rarely,191,Research & Development,5,5,Other,0,99,3,Male,54,2,1,Research Director,2,Married,13247,15067,4,Y,Yes,14,4,3,78,0,18,2,5,0,2,1,2
46,No,Travel_Rarely,560,Sales,2,1,Other,0,605,4,Male,62,1,3,Sales Executive,0,Married,4806,16177,0,Y,No,17,4,2,78,1,7,4,3,7,5,1,9
29,No,Travel_Rarely,1335,Sales,5,2,Medical,3,123,4,Female,62,1,0,Sales Executive,1,Divorced,5208,19760,3,Y,Yes,14,2,3,78,4,13,2,2,12,9,2,5
38,No,Travel_Rarely,1086,Research & Development,28,3,Technical Degree,0,274,5,Male,56,5,1,Manufacturing Director,4,Married,6260,4184,2,Y,No,17,4,1,81,3,11,4,2,8,5,2,8
40,Yes,Travel_Frequently,479,Sales,11,1,Life Sciences,3,1168,2,Male,42,4,4,Sales Executive,3,Single,13760,2447,0,Y,Yes,12,3,3,82,0,22,1,4,20,11,15,15
36,No,Non-Travel,727,Research & Development,4,5,Life Sciences,1,702,2,Male,40,0,2,Laboratory Technician,2,Married,1283,16901,3,Y,No,16,5,5,78,3,0,4,1,1,0,0,1
38,Yes,Travel_Rarely,1180,Research & Development,28,1,Medical,0,280,4,Male,71,5,0,Healthcare Representative,3,Married,6675,11355,8,Y,Yes,18,3,0,82,1,16,2,2,0,0,0,1
25,No,Travel_Rarely,1128,Sales,7,6,Marketing,2,460,3,Female,57,1,3,Sales Executive,2,Married,6213,3416,2,Y,No,20,2,0,80,0,7,2,2,9,5,0,6
37,No,Travel_Frequently,145,Research & Development,2,3,Medical,1,1705,3,Male,78,2,0,Research Scientist,3,Single,4931,13970,1,Y,Yes,15,4,5,82,0,8,4,3,5,2,3,5
44,No,Travel_Frequently,315,Research & Development,21,5,Medical,3,527,5,Male,61,4,3,Laboratory Technician,3,Married,2257,15236,6,Y,No,20,6,0,79,2,7,3,1,3,0,1,2
19,No,Non-Travel,1124,Research & Development,0,1,Life Sciences,0,1368,4,Female,99,5,2,Laboratory Technician,4,Single,1611,19304,0,Y,No,16,2,1,82,2,1,6,2,1,0,0,0
33,No,Travel_Rarely,497,Research & Development,11,1,Medical,0,1514,5,Male,64,5,2,Manager,3,Single,11243,21074,4,Y,No,25,6,1,82,2,8,6,4,7,0,2,0
41,No,Travel_Rarely,1122,Sales,1,2,Medical,1,451,4,Male,55,0,2,Sales Executive,3,Married,7459,13271,3,Y,Yes,21,3,2,79,3,8,2,3,3,3,0,0
33,No,Travel_Rarely,473,Research & Development,2,3,Medical,1,1914,3,Female,61,2,0,Laboratory Technician,2,Divorced,3977,16033,6,Y,No,13,3,0,81,0,5,1,2,4,4,3,4
30,No,Non-Travel,1109,Research & Development,27,4,Medical,0,1046,3,Female,71,4,2,Laboratory Technician,5,Single,4026,11134,9,Y,No,13,3,1,80,1,11,3,3,6,7,9,6
38,No,Travel_Rarely,323,Sales,6,1,Medical,0,382,3,Female,46,2,3,Sales Executive,3,Divorced,5606,19192,2,Y,Yes,23,3,1,82,2,8,4,1,6,0,7,5
44,No,Travel_Rarely,972,Research & Development,2,6,Medical,3,997,5,Female,93,3,0,Laboratory Technician,3,Divorced,2271,11004,2,Y,No,12,4,2,80,4,10,2,1,7,1,0,3
33,Yes,Travel_Rarely,204,Research & Development,8,2,Life Sciences,1,1433,2,Female,32,2,3,Research Scientist,3,Single,1260,22260,2,Y,No,14,3,5,82,0,0,3,2,2,0,0,1
51,No,Travel_Frequently,1248,Human Resources,4,2,Medical,0,645,1,Male,98,5,5,Manager,0,Married,18201,7997,0,Y,No,13,3,3,81,2,31,4,5,32,5,11,9
37,No,Non-Travel,207,Research & Development,8,4,Life Sciences,2,1629,4,Female,51,3,2,Healthcare Representative,1,Married,4150,12248,1,Y,No,12,5,3,82,1,17,3,2,13,10,4,8
24,No,Travel_Rarely,308,Research & Development,8,2,Medical,1,784,0,Male,79,3,0,Research Scientist,4,Single,3504,19632,2,Y,No,19,1,6,79,0,1,3,4,4,1,0,2
40,No,Non-Travel,1327,Sales,2,1,Life Sciences,0,361,4,Male,40,3,4,Sales Executive,5,Married,5251,19683,4,Y,No,17,1,2,79,1,14,1,4,6,8,6,6
29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1844,1,Male,56,2,1,Human Resources,1,Divorced,2335,3157,4,Y,Yes,15,3,4,80,3,4,3,3,2,2,2,0
34,No,Travel_Rarely,915,Research & Development,7,2,Life Sciences,0,1219,5,Male,60,2,2,Laboratory Technician,1,Divorced,2743,6866,2,Y,No,13,3,1,82,2,9,4,1,8,5,2,5
24,No,Travel_Rarely,216,Research & Development,10,3,Life Sciences,0,1021,4,Male,92,1,2,Laboratory Technician,3,Married,2452,6881,1,Y,No,13,2,2,78,3,5,5,0,4,2,1,2
34,No,Travel_Frequently,301,Sales,4,5,Marketing,0,217,1,Female,73,3,0,Sales Representative,5,Married,2232,11312,8,Y,No,18,1,2,78,0,8,2,3,4,3,3,3
46,No,Travel_Rarely,945,Human Resources,5,2,Medical,1,103,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2
27,No,Travel_Frequently,1244,Sales,20,5,Life Sciences,0,291,3,Female,92,4,3,Sales Executive,5,Single,9982,12914,0,Y,No,16,3,6,81,0,7,0,1,7,8,0,5
50,No,Travel_Rarely,1469,Research & Development,19,6,Medical,3,944,5,Male,50,5,3,Research Scientist,1,Married,2261,5543,3,Y,No,19,4,2,78,1,11,2,4,0,0,2,2
42,No,Travel_Rarely,533,Research & Development,2,4,Technical Degree,1,318,4,Male,60,4,5,Manager,6,Married,19230,4932,0,Y,No,13,2,3,82,0,21,2,4,23,18,11,13
23,Yes,Travel_Rarely,983,Research & Development,15,2,Life Sciences,3,1220,6,Female,96,5,0,Laboratory Technician,0,Married,2208,3373,1,Y,No,13,3,1,80,1,3,4,3,3,2,0,1
23,Yes,Travel_Rarely,382,Sales,7,3,Life Sciences,0,1438,3,Male,69,4,0,Sales Representative,3,Married,4401,15181,3,Y,No,11,3,0,82,2,8,4,2,1,3,4,2
34,No,Travel_Rarely,629,Research & Development,28,1,Medical,1,246,5,Female,95,5,0,Research Scientist,3,Single,2309,5713,3,Y,No,16,1,5,80,0,11,1,1,5,3,3,3
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2
33,No,Travel_Rarely,1438,Sales,9,2,Technical Degree,0,1543,3,Male,54,4,0,Sales Representative,5,Married,2308,4944,1,Y,Yes,24,6,3,80,1,12,5,5,11,11,6,8
38,No,Travel_Rarely,130,Research & Development,5,2,Life Sciences,0,97,4,Female,57,6,2,Laboratory Technician,6,Married,3039,22003,1,Y,No,10,3,0,80,1,6,4,1,0,0,1,0
42,No,Travel_Rarely,529,Sales,2,5,Marketing,1,1295,5,Female,54,0,1,Sales Executive,2,Single,10231,20366,4,Y,No,12,4,5,78,2,21,4,2,22,7,14,15
43,No,Travel_Frequently,571,Research & Development,10,4,Life Sciences,2,807,4,Male,64,4,4,Manager,6,Divorced,18431,16224,0,Y,No,15,3,1,81,2,26,4,3,26,6,16,7
31,No,Travel_Rarely,518,Research & Development,6,6,Life Sciences,0,1513,6,Male,70,3,2,Healthcare Representative,1,Single,6390,22051,1,Y,Yes,18,4,2,79,0,14,7,2,2,0,0,0
37,No,Travel_Rarely,215,Research & Development,8,1,Medical,2,177,0,Male,86,2,3,Manufacturing Director,1,Divorced,4939,2821,8,Y,No,19,6,3,78,3,5,0,5,4,4,1,0
31,No,Travel_Rarely,1077,Human Resources,4,0,Human Resources,0,912,3,Male,55,3,1,Human Resources,4,Divorced,2278,22652,2,Y,Yes,9,5,2,82,3,7,3,2,2,1,1,3
41,No,Travel_Rarely,809,Research & Development,24,7,Life Sciences,1,467,1,Female,43,2,3,Research Director,5,Single,15991,15902,2,Y,No,16,4,1,82,0,15,3,3,0,0,0,0
36,No,Travel_Rarely,800,Research & Development,8,5,Other,0,1029,1,Male,43,5,3,Laboratory Technician,2,Divorced,3917,9542,2,Y,No,18,2,2,79,2,1,2,0,1,4,0,2
36,No,Travel_Rarely,1352,Research & Development,24,2,Life Sciences,0,1682,1,Male,78,5,1,Healthcare Representative,5,Married,5349,7421,7,Y,No,16,4,3,79,0,12,4,2,1,1,0,2
52,No,Travel_Rarely,971,Research & Development,1,2,Medical,0,1424,3,Female,54,1,3,Research Director,3,Single,17327,5651,6,Y,No,18,2,5,78,1,29,1,2,20,5,13,9
45,No,Travel_Rarely,573,Research & Development,10,2,Life Sciences,0,1973,2,Male,28,3,3,Healthcare Representative,1,Married,7510,16875,3,Y,No,15,2,1,79,3,9,2,2,10,8,2,7
34,No,Travel_Frequently,1318,Sales,11,3,Marketing,3,1855,4,Male,79,1,3,Sales Executive,5,Single,4646,26077,9,Y,No,12,3,2,82,1,4,1,3,0,2,1,2
40,No,Travel_Rarely,203,Research & Development,0,5,Life Sciences,0,517,0,Female,95,1,1,Laboratory Technician,2,Divorced,2578,20489,4,Y,No,15,2,2,78,3,7,7,2,7,4,3,3
30,No,Travel_Frequently,997,Research & Development,3,2,Life Sciences,3,1589,3,Male,86,1,0,Healthcare Representative,5,Divorced,8854,24484,2,Y,No,19,5,4,79,1,4,0,6,8,2,3,1
34,No,Travel_Rarely,711,Research & Development,5,6,Life Sciences,1,1650,4,Female,42,3,4,Healthcare Representative,3,Married,8008,22791,4,Y,No,10,1,3,81,1,10,7,1,3,1,0,1
58,No,Travel_Rarely,605,Sales,21,3,Life Sciences,1,1938,4,Female,72,3,4,Manager,4,Married,17875,11761,4,Y,Yes,13,3,3,80,1,29,2,2,1,0,0,0
36,No,Non-Travel,1000,Research & Development,25,3,Technical Degree,1,1376,2,Female,92,0,0,Research Scientist,5,Divorced,2027,15889,0,Y,No,18,2,2,79,5,4,1,4,4,2,1,0
50,No,Travel_Frequently,1233,Research & Development,21,5,Medical,2,1607,0,Male,42,3,4,Healthcare Representative,1,Married,11247,20691,0,Y,Yes,15,3,5,79,1,33,2,1,32,8,12,15
45,No,Travel_Rarely,204,Research & Development,3,2,Other,3,818,1,Female,35,2,3,Manager,6,Married,16752,12981,0,Y,Yes,9,4,2,82,0,28,2,0,27,14,2,0
41,No,Travel_Rarely,445,Sales,4,2,Marketing,3,1984,1,Female,92,5,0,Sales Executive,4,Married,5677,4257,5,Y,No,12,2,3,82,0,15,5,1,9,8,6,11
54,No,Non-Travel,142,Human Resources,26,3,Human Resources,1,148,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Y,Yes,12,3,3,80,0,23,3,3,5,3,4,4
34,No,Travel_Rarely,803,Sales,0,6,Marketing,2,2017,3,Female,48,5,5,Sales Executive,2,Married,10420,24031,0,Y,No,21,5,2,79,3,16,5,2,14,10,4,6
24,Yes,Travel_Frequently,342,Research & Development,2,5,Life Sciences,2,1052,2,Male,58,4,2,Research Scientist,2,Married,2041,15345,7,Y,Yes,13,5,3,82,3,4,3,5,2,0,2,1
33,No,Travel_Rarely,746,Research & Development,7,4,Life Sciences,0,97,2,Female,60,2,3,Manufacturing Director,2,Single,4424,20682,3,Y,No,24,3,5,80,0,13,2,5,11,8,1,10
34,No,Travel_Rarely,936,Sales,3,3,Marketing,0,1950,2,Male,31,5,2,Sales Executive,2,Single,9888,6772,2,Y,No,19,6,0,80,1,14,3,2,15,7,1,3
30,Yes,Travel_Frequently,522,Research & Development,3,1,Life Sciences,2,1463,3,Male,93,5,2,Laboratory Technician,2,Married,3724,21082,6,Y,Yes,12,2,2,80,0,9,3,0,1,2,4,4
35,No,Travel_Rarely,330,Research & Development,4,2,Life Sciences,0,500,6,Female,94,4,0,Research Scientist,4,Married,2541,11870,6,Y,No,15,2,0,78,3,8,3,3,2,3,4,2
48,No,Non-Travel,147,Sales,1,4,Life Sciences,3,1041,3,Female,94,3,4,Sales Executive,5,Married,6347,24918,2,Y,No,11,5,1,78,1,18,3,3,19,6,2,13
50,No,Travel_Rarely,622,Sales,1,6,Marketing,3,774,3,Male,29,3,5,Manager,3,Married,16854,10083,1,Y,No,9,2,0,81,2,33,4,4,36,5,0,14
24,No,Travel_Rarely,885,Sales,28,0,Medical,0,781,3,Female,32,1,0,Sales Executive,6,Single,6181,22808,0,Y,No,21,4,2,81,2,4,7,4,6,7,3,5
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1,1599,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,Y,No,12,3,3,80,1,8,0,3,6,4,0,2
28,Yes,Travel_Rarely,922,Human Resources,19,3,Medical,2,1817,4,Female,69,1,2,Human Resources,2,Married,2147,6890,0,Y,Yes,11,2,4,79,1,8,4,3,3,0,2,3
21,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,1,478,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2
35,No,Travel_Rarely,1038,Research & Development,2,0,Life Sciences,1,1665,2,Male,81,3,1,Healthcare Representative,2,Divorced,6840,26310,7,Y,No,20,4,2,80,3,13,2,2,7,2,1,5
28,No,Travel_Rarely,305,Sales,7,4,Life Sciences,0,497,4,Male,90,2,3,Sales Executive,4,Single,5254,20748,1,Y,No,17,1,4,82,0,7,3,4,5,5,0,8
26,No,Travel_Frequently,498,Research & Development,10,1,Medical,0,391,0,Male,62,4,1,Healthcare Representative,2,Married,4741,22724,0,Y,Yes,15,3,2,80,1,5,5,1,3,1,2,3
27,Yes,Travel_Frequently,343,Research & Development,0,3,Life Sciences,3,1053,1,Male,56,5,0,Research Scientist,0,Married,2041,15344,4,Y,Yes,15,3,4,80,0,4,1,4,1,2,3,2
51,No,Travel_Rarely,345,Research & Development,6,2,Life Sciences,0,768,3,Male,87,1,1,Laboratory Technician,5,Single,2448,10920,3,Y,No,16,4,3,82,0,17,3,3,3,2,3,1
45,No,Travel_Frequently,364,Research & Development,25,3,Medical,1,1306,2,Female,83,3,5,Manager,2,Single,18061,13035,3,Y,No,22,4,3,80,0,22,4,3,0,0,0,0
29,No,Travel_Rarely,1133,Research & Development,16,5,Technical Degree,0,999,4,Female,38,3,1,Laboratory Technician,2,Married,2811,12084,7,Y,No,15,4,0,81,1,4,2,1,3,3,3,2
25,No,Non-Travel,445,Research & Development,2,5,Medical,1,849,2,Male,50,5,0,Research Scientist,4,Married,1704,16573,2,Y,No,10,1,3,78,1,1,8,3,2,0,0,2
30,No,Travel_Rarely,1084,Research & Development,28,3,Life Sciences,1,1515,2,Male,97,3,0,Manufacturing Director,2,Married,6551,3172,0,Y,No,13,3,1,78,3,7,1,2,10,6,0,5
50,Yes,Travel_Rarely,1322,Research & Development,4,6,Life Sciences,0,1083,0,Male,36,3,1,Research Scientist,2,Married,2462,10333,10,Y,Yes,11,2,2,80,4,18,3,2,11,0,0,8
31,No,Non-Travel,1190,Sales,20,4,Marketing,1,945,3,Female,46,1,1,Sales Executive,2,Married,6932,24405,0,Y,No,14,5,3,81,0,7,0,4,9,7,1,2
35,Yes,Travel_Rarely,739,Sales,8,3,Medical,0,1639,2,Male,54,0,2,Sales Executive,3,Married,10306,21529,11,Y,No,19,3,4,81,0,16,5,3,15,10,7,2
42,Yes,Travel_Rarely,1370,Sales,9,3,Marketing,2,1187,2,Female,85,0,0,Sales Executive,2,Single,5347,9488,8,Y,No,12,3,3,80,0,6,1,3,4,2,1,1
43,No,Non-Travel,380,Research & Development,22,4,Medical,0,743,0,Male,47,0,2,Laboratory Technician,5,Single,3706,2102,4,Y,No,16,3,3,81,0,9,5,4,5,3,0,5
34,No,Travel_Rarely,420,Research & Development,6,4,Life Sciences,1,28,2,Female,52,5,3,Research Director,4,Single,11992,21293,2,Y,No,12,4,1,79,0,14,6,1,13,6,3,10
53,No,Travel_Rarely,1323,Research & Development,0,4,Life Sciences,3,316,5,Female,91,3,1,Laboratory Technician,2,Single,3210,3301,7,Y,No,16,1,3,82,1,7,5,0,4,4,0,4
27,No,Travel_Rarely,1371,Sales,19,0,Life Sciences,0,1398,0,Male,94,2,2,Sales Executive,4,Married,6232,12479,1,Y,No,9,3,2,80,0,7,1,1,2,2,1,0
33,No,Travel_Rarely,1155,Research & Development,2,2,Medical,3,112,3,Male,92,3,0,Manufacturing Director,1,Married,4323,17738,0,Y,No,13,4,2,79,0,7,2,3,3,4,0,2
34,No,Travel_Rarely,121,Research & Development,2,4,Medical,1,804,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3
28,No,Travel_Rarely,1328,Research & Development,4,4,Life Sciences,2,93,3,Male,74,2,3,Research Scientist,4,Married,2702,4956,0,Y,No,22,6,6,80,0,5,5,5,6,5,1,5
35,No,Travel_Rarely,336,Sales,17,4,Marketing,1,1909,1,Male,35,4,0,Sales Executive,4,Married,5509,16823,0,Y,No,17,3,1,82,4,13,1,2,2,0,3,3
51,No,Travel_Rarely,262,Sales,10,4,Marketing,1,1589,5,Male,61,2,7,Manager,4,Married,19332,19517,4,Y,Yes,16,2,3,79,3,26,2,3,0,0,1,2
38,No,Travel_Rarely,917,Research & Development,7,4,Life Sciences,3,1220,5,Male,62,2,2,Laboratory Technician,1,Divorced,2740,6866,2,Y,No,14,5,3,79,1,9,4,3,9,8,0,7
31,No,Travel_Rarely,1340,Sales,6,1,Life Sciences,3,230,2,Female,39,2,3,Sales Executive,6,Married,9419,8054,4,Y,No,14,2,2,78,2,14,2,5,8,9,6,2
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
43,No,Travel_Rarely,413,Sales,26,4,Medical,0,1076,5,Male,80,3,2,Sales Executive,5,Divorced,10799,5268,6,Y,No,13,4,1,81,2,16,7,2,2,0,2,1
34,No,Travel_Rarely,122,Research & Development,4,3,Life Sciences,2,230,4,Male,42,4,2,Research Scientist,2,Single,3039,12432,1,Y,No,20,4,3,81,0,9,2,2,7,6,1,2
37,No,Travel_Frequently,483,Research & Development,3,4,Life Sciences,3,1350,1,Male,86,4,0,Research Scientist,4,Single,4248,2688,0,Y,Yes,11,1,0,82,0,10,3,4,8,5,0,0
48,No,Non-Travel,541,Sales,3,3,Marketing,0,1733,1,Male,88,3,0,Sales Executive,1,Married,4979,3535,8,Y,No,11,3,4,79,1,3,4,1,0,0,0,2
20,Yes,Travel_Rarely,1096,Research & Development,11,1,Medical,1,1017,2,Female,100,4,3,Research Scientist,3,Single,2598,18276,1,Y,Yes,15,5,2,78,0,3,4,1,0,0,0,1
25,No,Non-Travel,832,Sales,11,3,Life Sciences,3,1494,4,Female,76,5,1,Sales Representative,2,Married,2032,7105,1,Y,No,15,5,5,80,1,3,2,1,3,1,0,1
50,No,Travel_Rarely,996,Research & Development,5,4,Life Sciences,3,1120,3,Male,86,4,1,Healthcare Representative,1,Single,10445,15322,6,Y,No,19,5,2,82,2,20,2,2,8,4,5,2
43,No,Non-Travel,337,Sales,26,1,Marketing,0,1614,0,Male,53,3,0,Sales Executive,2,Married,4383,24163,2,Y,No,14,2,2,82,2,11,0,4,9,9,4,4
32,No,Travel_Rarely,147,Research & Development,2,3,Medical,2,306,2,Female,47,2,2,Research Scientist,2,Married,2622,13248,5,Y,No,23,5,3,80,2,7,3,3,2,2,3,1
34,No,Non-Travel,635,Sales,9,4,Medical,3,593,1,Male,31,5,3,Sales Executive,6,Single,9982,15319,2,Y,No,16,4,4,79,0,12,3,4,8,5,10,5
33,No,Travel_Rarely,499,Research & Development,5,3,Medical,0,966,1,Female,91,4,4,Manufacturing Director,0,Married,6726,13552,1,Y,No,12,4,1,79,0,8,3,3,8,9,7,1
32,No,Travel_Rarely,547,Research & Development,9,5,Life Sciences,0,932,3,Male,81,4,2,Laboratory Technician,0,Divorced,2006,6898,3,Y,No,14,4,2,79,3,3,4,2,0,0,0,0
48,No,Travel_Rarely,405,Sales,3,1,Marketing,0,1123,3,Male,50,1,2,Manager,2,Married,17463,15596,5,Y,No,11,4,5,80,3,25,4,1,13,8,6,9
42,No,Travel_Rarely,448,Research & Development,6,2,Life Sciences,2,1812,1,Male,85,6,4,Healthcare Representative,4,Single,6870,15531,1,Y,No,12,3,0,80,2,13,2,1,4,3,1,4
46,No,Travel_Rarely,573,Sales,15,1,Medical,0,1501,5,Female,77,4,3,Sales Executive,2,Married,4589,24202,3,Y,Yes,16,4,4,82,0,11,3,3,7,2,3,0
34,No,Travel_Rarely,852,Research & Development,3,2,Life Sciences,0,50,2,Female,83,0,0,Research Scientist,1,Married,3417,13070,8,Y,Yes,12,2,2,78,2,5,2,5,0,2,2,0
29,No,Travel_Frequently,489,Research & Development,12,4,Life Sciences,0,1144,6,Female,62,3,2,Research Scientist,3,Divorced,3290,17938,0,Y,No,16,1,5,81,3,9,1,2,5,4,0,0
54,No,Travel_Rarely,1376,Sales,4,4,Medical,3,983,1,Male,44,4,2,Manager,5,Divorced,14854,13939,7,Y,No,12,1,2,78,2,24,2,3,19,12,13,2
